Año,Trimestre,Mes,Día,Suma de Monto Dolar,Promedio Acumulado Monto Dolar 7 días,Primera fecha: Date
2021,Trim. 4,diciembre,17,"$2413,534482758621","$999,2561257942649",2021-12-17 00:00:00
2021,Trim. 4,diciembre,18,"$255,7956989247312","$836,2700093834516",2021-12-18 00:00:00
2021,Trim. 4,diciembre,19,,"$913,3288407345941",2021-12-19 00:00:00
2021,Trim. 4,diciembre,20,"$636,1287553648066","$873,7288285389102",2021-12-20 00:00:00
2021,Trim. 4,diciembre,21,"$398,0280172413794","$783,9152860735452",2021-12-21 00:00:00
2021,Trim. 4,diciembre,22,"$518,4254859611232","$796,8950463281193",2021-12-22 00:00:00
2021,Trim. 4,diciembre,23,"$200,7538126361655","$719,0554622350638",2021-12-23 00:00:00
2021,Trim. 4,diciembre,24,,"$737,1110421478046",2021-12-24 00:00:00
2021,Trim. 4,diciembre,25,,"$401,8263540256412",2021-12-25 00:00:00
2021,Trim. 4,diciembre,26,,"$438,3340178008687",2021-12-26 00:00:00
2021,Trim. 4,diciembre,27,"$747,9436008676789","$500,2559344142307",2021-12-27 00:00:00
2021,Trim. 4,diciembre,28,"$789,6616379310344","$530,9625109274763",2021-12-28 00:00:00
2021,Trim. 4,diciembre,29,"$640,203426124197","$579,3975927040399",2021-12-29 00:00:00
2021,Trim. 4,diciembre,30,"$691,7796610169493","$614,0684277152051",2021-12-30 00:00:00
2021,Trim. 4,diciembre,31,,"$717,3970814849649",2021-12-31 00:00:00
